OLD_URL,NEW_URL
https://www.pedigreeskishop.com/category.cfm/ski/kids-toddler-swimwear-swimsuits,http://209.208.39.58:8999/swim
https://www.pedigreeskishop.com/category.cfm/ski/lsacrqhqosftob.html,http://209.208.39.58:8999/
https://www.pedigreeskishop.com/category.cfm/ski/mens,http://209.208.39.58:8999/mens
https://www.pedigreeskishop.com/category.cfm/ski/mens-footwear,http://209.208.39.58:8999/mens-footwear
https://www.pedigreeskishop.com/category.cfm/ski/mens-footwear-sandals,http://209.208.39.58:8999/mens-footwear
https://www.pedigreeskishop.com/category.cfm/ski/mens-footwear-tennisshoes,http://209.208.39.58:8999/mens-footwear
https://www.pedigreeskishop.com/category.cfm/ski/mens-footwear-winterboots,http://209.208.39.58:8999/mens-footwear
https://www.pedigreeskishop.com/category.cfm/ski/mens-gore-tex,http://209.208.39.58:8999/mens
https://www.pedigreeskishop.com/category.cfm/ski/mens-hatsglovesandaccessories,http://209.208.39.58:8999/mens-accessories
https://www.pedigreeskishop.com/category.cfm/ski/mens-hatsglovesandaccessories-accessories,http://209.208.39.58:8999/mens-accessories
https://www.pedigreeskishop.com/category.cfm/ski/mens-hatsglovesandaccessories-fleeceandsoftshellgloves,http://209.208.39.58:8999/mens-accessories
https://www.pedigreeskishop.com/category.cfm/ski/mens-hatsglovesandaccessories-skiandsnowboardglovesandmittens,http://209.208.39.58:8999/mens-accessories
https://www.pedigreeskishop.com/category.cfm/ski/mens-hatsglovesandaccessories-summerhats,http://209.208.39.58:8999/mens-accessories
https://www.pedigreeskishop.com/category.cfm/ski/mens-hatsglovesandaccessories/brand/KILLY,http://209.208.39.58:8999/mens-accessories
https://www.pedigreeskishop.com/category.cfm/ski/mens-hatsglovesandaccessories/brand/KJUS,http://209.208.39.58:8999/mens-accessories
https://www.pedigreeskishop.com/category.cfm/ski/mens-hatsglovesandaccessories/brand/SPYDER%20ACTIVE%20SPORTS,http://209.208.39.58:8999/mens-accessories
https://www.pedigreeskishop.com/category.cfm/ski/mens-hatsglovesandaccesssories-winterhats,http://209.208.39.58:8999/mens-accessories
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-casualjackets,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-fleecejackets,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-fleecejackets/brand/GOLDWIN,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-fleecejackets/brand/NORDICA,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-fleecejackets/brand/WELLENSTEYN,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-insulatedjackets,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-insulatedjackets/brand/KARBON,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-insulators,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-shelljackets,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-snowboardjackets,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-softshelljackets,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets-tennisandfitnessjackets,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets/brand/CANADA%20GOOSE,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets/brand/DESCENTE%20AMERICA,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets/brand/HELLY%20HANSEN,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets/brand/KJUS,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets/brand/MILLET%20USA,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets/brand/MOUNTAIN%20FORCE,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets/brand/ORAGE,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-jackets/brand/TONI%20SAILER,http://209.208.39.58:8999/mens-jackets
https://www.pedigreeskishop.com/category.cfm/ski/mens-pants,http://209.208.39.58:8999/mens-pants
https://www.pedigreeskishop.com/category.cfm/ski/mens-pants-bibs,http://209.208.39.58:8999/mens-pants
https://www.pedigreeskishop.com/category.cfm/ski/mens-pants-casualpants,http://209.208.39.58:8999/mens-pants
https://www.pedigreeskishop.com/category.cfm/ski/mens-pants-fleecepants,http://209.208.39.58:8999/mens-pants
https://www.pedigreeskishop.com/category.cfm/ski/mens-pants-insulated,http://209.208.39.58:8999/mens-pants
https://www.pedigreeskishop.com/category.cfm/ski/mens-pants-shell,http://209.208.39.58:8999/mens-pants
https://www.pedigreeskishop.com/category.cfm/ski/mens-pants-snowboardpants,http://209.208.39.58:8999/mens-pants
https://www.pedigreeskishop.com/category.cfm/ski/mens-pants-stretchpants,http://209.208.39.58:8999/mens-pants
https://www.pedigreeskishop.com/category.cfm/ski/mens-pants-tennisandfitnesspants,http://209.208.39.58:8999/mens-pants
https://www.pedigreeskishop.com/category.cfm/ski/mens-performance,http://209.208.39.58:8999/mens-layering
https://www.pedigreeskishop.com/category.cfm/ski/mens-performanceunderwear-bottoms,http://209.208.39.58:8999/mens-layering
https://www.pedigreeskishop.com/category.cfm/ski/mens-performanceunderwear-tops,http://209.208.39.58:8999/mens-layering
https://www.pedigreeskishop.com/category.cfm/ski/mens-shirts,http://209.208.39.58:8999/mens-shirts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shirts-casualshirts,http://209.208.39.58:8999/mens-shirts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shirts-rashguards,http://209.208.39.58:8999/mens-shirts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shirts-tennisandfitnessshirts,http://209.208.39.58:8999/mens-shirts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shirts-tshirts,http://209.208.39.58:8999/mens-shirts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shirts-tshirts/brand/WELLENSTEYN,http://209.208.39.58:8999/mens-shirts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shirts-turtleneckshirts,http://209.208.39.58:8999/mens-shirts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shirts-turtleneckshirts/brand/BOLLE%20TENNIS%20CLOTHIN,http://209.208.39.58:8999/mens-shirts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shirts-turtleneckshirts/brand/DESCENTE%20AMERICA,http://209.208.39.58:8999/mens-shirts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shirts-turtleneckshirts/brand/SALOMON,http://209.208.39.58:8999/mens-shirts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shirts/brand/LACOSTE,http://209.208.39.58:8999/mens-shirts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shorts,https://www.pedigreeskishop.com/mens-shorts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shorts-boardshorts,http://209.208.39.58:8999/mens-shorts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shorts-casualshorts,http://209.208.39.58:8999/mens-shorts
https://www.pedigreeskishop.com/category.cfm/ski/mens-shorts-tennisandfitnessshorts,http://209.208.39.58:8999/mens-shorts
https://www.pedigreeskishop.com/category.cfm/ski/mens-sweatersandsweatshirts,http://209.208.39.58:8999/mens-layering
https://www.pedigreeskishop.com/category.cfm/ski/mens-sweatersandsweatshirts-snowboard,http://209.208.39.58:8999/mens-layering
https://www.pedigreeskishop.com/category.cfm/ski/mens-swimwear,http://209.208.39.58:8999/swim-male
https://www.pedigreeskishop.com/category.cfm/ski/mens-swimwear-accessories,http://209.208.39.58:8999/swim-accessories
https://www.pedigreeskishop.com/category.cfm/ski/mens-swimwear-boardshorts,http://209.208.39.58:8999/swim-male
https://www.pedigreeskishop.com/category.cfm/ski/mens-swimwear-boardshorts/brand/DESCENTE%20AMERICA,http://209.208.39.58:8999/swim-male
https://www.pedigreeskishop.com/category.cfm/ski/mens-swimwear-lifeguard,https://www.pedigreeskishop.com/swim-lifeguard
https://www.pedigreeskishop.com/category.cfm/ski/mens-swimwear-lifeguard/brand/SPEEDO,http://209.208.39.58:8999/swim-lifeguard
